"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"1521","last night I introduced the iPhone X at the holiday party. Proud of all of the hardworking people @Apple, couldnt  ","2017-12-15 17:49:54","FALSE","0","16","1","Apple Iphone","New York","USA",FALSE
"1522","RT @DividendMaster: Dear Apple Inc

your iPhone update today might be  the last straw 

its like you are so desperate to destroy older iPho","2017-12-15 17:49:05","TRUE","5","0","-1","Apple Iphone","New York","USA",TRUE
"1523","For the first time ever I am questioning my loyalty to Apple and purchasing another iPhone. Anyone have the Google  ","2017-12-15 17:48:40","FALSE","0","3","1","Apple Iphone","New York","USA",FALSE
"1524","LJ  - Days Of Our Lives
 ","2017-12-15 17:44:46","FALSE","0","0","0","Apple Iphone","New York","USA",TRUE
"1525","RT @aaremis: Apple Buys Shazam to Boost Apple Music - Bloomberg  ","2017-12-15 17:43:57","TRUE","1","0","1","Apple Iphone","New York","USA",FALSE
"1526","iPhone 8: the best gift for everyone on your wish list. IamVZ  ","2017-12-15 17:43:23","FALSE","0","0","1","Apple Iphone","New York","USA",TRUE
"1527","SensorX Saw Battery Trouble in 2014, I Cut Crap to Corps or Managers Who Dont Understand Advanced International Ma  ","2017-12-15 17:37:25","FALSE","0","0","-1","Apple Iphone","New York","USA",FALSE
"1528","Weird UI bugs like this on iPhone X are still annoying to see in software Apple built (Apple Music here)  ","2017-12-15 17:35:32","FALSE","1","3","-2","Apple Iphone","New York","USA",FALSE
"1529","Apple Buys Shazam to Boost Apple Music - Bloomberg  ","2017-12-15 17:34:35","FALSE","1","1","1","Apple Iphone","New York","USA",FALSE
"1530","iPhones could become much more expensive in India  ","2017-12-15 17:32:21","FALSE","0","0","-1","Apple Iphone","New York","USA",FALSE
"1531","Apple's first Korean store expected to open on Dec. 30  ","2017-12-15 17:30:09","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1532","Apple iPhone 7  32GB  Black (Unlocked) Smartphone  ","2017-12-15 17:29:53","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1533","Wow, I listened to music on my phone for an hour and the battery life didnt budge even one percent. Nice that Appl  ","2017-12-15 17:24:28","FALSE","0","1","2","Apple Iphone","New York","USA",FALSE
"1534","Where are all the iPhone 7 offers? - BGR  or, maybe its a damn good phone doesnt deserve a discount yet  ","2017-12-15 17:22:20","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1535","RT @ProgressOfAKind: What did Icahn do to earn $2 billion in profit in 32 months from apple? 

He never supplied the company with any capit","2017-12-15 17:17:16","TRUE","19","0","0","Apple Iphone","New York","USA",TRUE
"1536","Honestly, the most infuriating thing about this is the insistence on a lower-case tronc at the beginning of a sen  ","2017-12-15 17:15:13","FALSE","0","0","-1","Apple Iphone","New York","USA",FALSE
"1537","Tru-L  - No Problem Prod By Young 'R (Edited Version)
 ","2017-12-15 17:12:32","FALSE","0","0","-1","Apple Iphone","New York","USA",FALSE
"1538","Apple's breakthrough with the iPhone mimics the digitization of the data center, Nutanix CEO says  ","2017-12-15 17:08:50","FALSE","0","0","1","Apple Iphone","New York","USA",FALSE
"1539","How Does the Google Pixel 2 Compare to Apple's iPhone 8, iPhone 8 Plus, and iPhone X?  ","2017-12-15 17:04:24","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1540","The dark, unsettling adventure Inside is now on the iPhone - The Verge  ","2017-12-15 17:03:02","FALSE","0","0","-2","Apple Iphone","New York","USA",FALSE
"1541","Apple iPhone X Reviewed travel  ","2017-12-15 17:01:14","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1542","Struggling to think of the perfect Christmas gift for a friend or family member?

Well, if they have an iPhone or  ","2017-12-15 16:59:17","FALSE","0","1","0","Apple Iphone","New York","USA",FALSE
"1543","RT @ProgressOfAKind: What did Icahn do to earn $2 billion in profit in 32 months from apple? 

He never supplied the company with any capit","2017-12-15 16:56:30","TRUE","19","0","0","Apple Iphone","New York","USA",TRUE
"1544","@QueensBuzz - For Queens residents - Apple iPhone 8/7, Tough Phone Case  ","2017-12-15 16:56:26","FALSE","0","0","1","Apple Iphone","New York","USA",FALSE
